"","1","2","3","4","5","6","7","8","9","10","11","12"
"小村",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"小獸",0,0,0,0,0.000918200930774649,0,0,0,0,0,0,0
"小貓",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"小貓兒",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"小鍋",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"小鎮",0,0,0,0,0.00022069175281492,0,0,0,0,0.000310729955610188,0,0
"小雞",0,0,0,0,0.00122426790769953,0,0,0,0,0,0,0
"小鳥",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"小鴨",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"少年人",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"尚早",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"尚有",0,0,0,0,0.000341500896439853,0,0.000168222726890403,0,0,0,0,0.000470698987997176
"居中",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"居住",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"居心",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"居民",0,0,0,0,0.00022069175281492,0,0,0,0,0.000310729955610188,0,0
"屋主",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"屋內",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000608369616550049
"屋後",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000304184808275024
"屋門",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000304184808275024
"屍積",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"屍身",0,0,0,0,0.000541266114819826,0,0.00133313356945173,0.000291032409240021,0,0.00247680159987679,0,0
"屍體",0,0,0,0,8.53752241099633e-05,0.000110643947776057,0.000336445453780806,9.18105031215571e-05,0.000247770069375619,0.000360620266858997,0,0
"屢",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"屢試不第",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000304184808275024
"山外",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"山野",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"岳",0,0,0,0,0.00275460279232395,0,0,0,0,0,0,0
"岳翻",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"嵌",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"嵌入",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"左手掌",0,0,0,0,0.00022069175281492,0,0,0,0,0.000310729955610188,0,0
"左躍開",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"左近",0,0,0,0,0.00022069175281492,0,0,0,0,0.000310729955610188,0,0
"巧合",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"巨力",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"巨寇",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"已亂成",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"已代",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"已到",0,0,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0,0,0.000235349493998588
"已刻",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"已拉住",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"已換",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"已有",0,0,0,0,0.000135316528704957,0.0001753665081568,0.000133313356945173,0.000436548613860032,0,0,0,0
"已死",0,0,0,0,0.00022069175281492,0,0,0,0.000640476338137056,0,0,0
"已燒",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"已罩",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"已自",0,0,0,0,0.00022069175281492,0,0,0,0,0,0.000434959195813757,0
"已臻",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"巴巴",0,0,0,0,0.00022069175281492,0,0,0,0,0,0.000217479597906878,0
"市",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"市況",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"布帳",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"布條",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000304184808275024
"帝王",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"帳",0,0,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0.000480827022478663,0,0
"帳子",0,0,0,0,0.00044138350562984,0,0,0,0,0,0,0.000304184808275024
"帳頂",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"帶上",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"帶兵",0,0,0,0,0.00022069175281492,0,0,0,0,0,0.000217479597906878,0
"帶回家",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"帶孝",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"帶得",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"帶隊",0,0,0,0,0.000918200930774649,0,0,0,0,0,0,0
"常人",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"平生",0,0,0,0,0.000323495536369963,0.000139747112838437,0.00010623554595288,0.000231919648518875,0,0,0.000106262359568719,0
"幸事",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幸好",0,0,0,0,0.000170750448219927,0,0,0,0,0.000240413511239332,0,0.000235349493998588
"幹過",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幼功",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾人",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"幾分",0,0,0,0,0.000918200930774649,0,0,0,0,0,0,0
"幾名",0,0,0,0,0.000107831845456654,0.000139747112838437,0.000318706637858641,0.000231919648518875,0,0,0,0.00029725450831579
"幾圈",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾塊",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾壺",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾套",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾捆",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾時休",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾杯",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"幾杯酒",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾根",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"幾滴",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"幾處",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"幾首",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"幾點",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"床上",0,0,0,0,0.00051225134465978,0,0,0.000183621006243114,0,0,0,0.000470698987997176
"床沿",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"底細",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"店",0,0,0,0,0.000323495536369963,0,0.000212471091905761,0.00046383929703775,0,0.000607301072645171,0,0.000445881762473686
"店伴",0,0,0,0,0.000853752241099633,0.000221287895552113,0,0.000183621006243114,0,0,0,0
"府尹",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"康",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.00152092404137512
"康王",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"廝打",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"廢",0,0,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0,0,0.000470698987997176
"弓",0,0,0,0,0.00022069175281492,0,0.000434849440780748,0,0,0,0,0
"弓箭",0,0,0,0,0.000882767011259679,0,0,0.000237326707741568,0,0,0,0
"引得",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"弟妹",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"弟婦",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"弦",0,0,0,0,0.000170750448219927,0,0,0.000367242012486228,0,0,0.000841325929665152,0
"弱",0,0,0,0,0.00044138350562984,0,0,0,0,0,0.000217479597906878,0
"弱女子",0,0,0,0,0.000918200930774649,0,0,0,0,0,0,0
"張",0,0,0,0,0.000132776842596013,0,0.000196216901000139,0.000142785086056473,9.63339418562379e-05,9.34736841764097e-05,0.000523377135227025,0.00137257162625951
"張十五",0,0,0,0,0.00673347349234743,0,0,0,0,0,0,0
"張大",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"張木兒",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"張羅",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"強力",0,0,0,0,0.00022069175281492,0,0,0,0,0,0.000217479597906878,0
"形之物",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"形跡",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"往人",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"往來",0,0,0,0,0.000170750448219927,0,0,0.000183621006243114,0.000247770069375619,0,0,0
"往前",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"往外",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"往日",0,0,0,0,0.000170750448219927,0,0.000336445453780806,0,0,0,0.00016826518593303,0
"往裡",0,0,0,0,0.000170750448219927,0,0.000168222726890403,0,0,0,0,0.000470698987997176
"待得裡",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"待用",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"很緊",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"後人",0,0,0,0,0.000135316528704957,0.0001753665081568,0,0.000145516204620011,0,0,0,0.000373020122551461
"後代",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"後路",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"後門",0,0,0,0,0.00051225134465978,0,0.000336445453780806,0,0,0,0,0.000235349493998588
"得到",0,0,0,0,0.00014982391378498,0.000258890241522972,9.84039869999422e-05,5.37057014984536e-05,7.24680996929083e-05,7.03164443708566e-05,4.92144119738479e-05,6.88353142764364e-05
"得好",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"得手",0,0,0,0,0.000135316528704957,0.0001753665081568,0,0.000291032409240021,0,0.000190523199990522,0,0
"得眾",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"得知",0,0,0,0,4.99413045949933e-05,0.000194167681142229,4.92019934999711e-05,0.000107411402996907,0.000144936199385817,7.03164443708566e-05,9.84288239476958e-05,0.000206505942829309
"得遇",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"從人",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"從來",0,0,0,0,0.000135316528704957,0,0.000133313356945173,0,0,0,0.000666735024701816,0.00018651006127573
"從來未",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"復",0,0,0,0,8.53752241099633e-05,0,0.000168222726890403,0.000183621006243114,0,0.000120206755619666,0.00016826518593303,0.000117674746999294
"微弱",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"微明",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"微顫",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"徹骨",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"徽",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"徽宗",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"徽欽",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"心事",0,0,0,0,0.00044138350562984,0,0,0,0,0,0.000217479597906878,0
"心事重重",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"心來",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"心傳",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"心好",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"心急",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"心懷",0,0,0,0,0.000170750448219927,0.000442575791104227,0.000168222726890403,0,0,0,0,0
"心腸",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"必定",0,0,0,0,0.00051225134465978,0,0,0.000183621006243114,0,0,0,0.000470698987997176
"必當",0,0,0,0,0.000170750448219927,0.000221287895552113,0,0,0,0.000240413511239332,0,0
"忘記",0,0,0,0,0.000170750448219927,0,0,0,0.000247770069375619,0,0.000336530371866061,0
"忙入",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"忠義",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"忠臣",0,0,0,0,0.00044138350562984,0,0,0,0,0,0,0.000304184808275024
"忠良",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000608369616550049
"快如閃電",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"快法",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"快給",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"快走",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"快速",0,0,0,0,0.00022069175281492,0,0,0,0,0,0.000217479597906878,0
"忽忽",0,0,0,0,0.00022069175281492,0,0,0,0.000320238169068528,0,0,0
"忽道",0,0,0,0,0.000170750448219927,0,0.000336445453780806,0,0,0,0,0.000470698987997176
"忿忿",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"怎敢",0,0,0,0,0.000135316528704957,0,0,0.000145516204620011,0,0,0.000133347004940363,0.00018651006127573
"怎有",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"怎用",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"怒不可遏",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"怒極",0,0,0,0,0.000170750448219927,0.000221287895552113,0.000168222726890403,0,0,0,0,0
"怕只怕",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"思前想後",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"急促",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"急痛",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"急躁",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"急追",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000304184808275024
"急道",0,0,0,0,0.000135316528704957,0,0,0,0.000196353134380718,0,0.000133347004940363,0.00018651006127573
"怦怦",0,0,0,0,0.000215663690913309,0.000139747112838437,0.00010623554595288,0,0.000312942122357233,0.000303650536322585,0,0
"性格",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"怯",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"恁地",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"恢復",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"恥",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"恩人",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"悠悠",0,0,0,0,0.000662075258444759,0,0,0,0,0.000310729955610188,0,0
"悲傷",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"悲從中來",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"悲憤",0,0,0,0,0.000135316528704957,0.000350733016313599,0.000133313356945173,0,0,0,0,0.00018651006127573
"悲歡離合",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"悶哼",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"情逾骨肉",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"惆悵",0,0,0,0,0.00022069175281492,0,0,0,0.000320238169068528,0,0,0
"惜弱",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"惟恐",0,0,0,0,0.000170750448219927,0,0,0,0,0,0.00016826518593303,0.000235349493998588
"惟見",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"想得",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"想當年",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000304184808275024
"想要",0,0,0,0,0.000541266114819826,0,0.000133313356945173,0,0,0.000190523199990522,0,0.00018651006127573
"惴惴不安",0,0,0,0,0.000170750448219927,0,0,0,0,0.000240413511239332,0,0.000235349493998588
"惹禍",0,0,0,0,0.00044138350562984,0,0,0,0,0,0,0.000912554424825073
"愁",0,0,0,0,0.00022069175281492,0,0,0,0.000320238169068528,0,0,0
"愈加",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"意興",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"意興闌珊",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"愛妻",0,0,0,0,0.00022069175281492,0,0,0,0.000640476338137056,0,0,0
"感恩圖報",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"愧不敢當",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"慈心",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"慘禍",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"慘聲長",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"慣",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"慵困",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"慶元",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"慶賀",0,0,0,0,0.00022069175281492,0,0,0,0,0,0.000434959195813757,0
"憐惜",0,0,0,0,0.00022069175281492,0,0,0,0.000640476338137056,0,0,0
"憐愛",0,0,0,0,0.00022069175281492,0,0,0,0.000640476338137056,0,0,0
"憑據",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"憤慨",0,0,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0,0,0.000470698987997176
"應聲",0,0,0,0,0.000270633057409913,0,0.000133313356945173,0,0,0.000190523199990522,0.000133347004940363,0
"應該",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"懷",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"成功",0,0,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0.000240413511239332,0,0
"成千成萬",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"成法",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"或出",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"戟",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000304184808275024
"戰且",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"戰陣",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"戴用",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"戶長",0,0,0,0,0.000918200930774649,0,0,0,0,0,0,0
"房",0,0,0,0,0.000215663690913309,0,0.000212471091905761,0.000115959824259438,0.000156471061178617,0,0,0.000148627254157895
"房去",0,0,0,0,0.000341500896439853,0,0,0.000183621006243114,0,0,0,0.000235349493998588
"房屋",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000608369616550049
"房門",0,0,0,0,0.000135316528704957,0,0.00053325342778069,0.00101861343234007,0,0,0,0.00018651006127573
"所使",0,0,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0,0.00016826518593303,0
"所向無敵",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"所害",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"所救",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"所用",0,0,0,0,0.00022069175281492,0,0,0,0.000320238169068528,0,0,0
"所畫",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"所知",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"所買",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"所贈",0,0,0,0,0.00044138350562984,0.000286010455932856,0,0,0,0,0,0
"手下留情",0,0,0,0,0.000170750448219927,0,0,0.000367242012486228,0,0.000240413511239332,0,0
"手刃",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"手忙腳亂",0,0,0,0,0.00022069175281492,0,0,0.000474653415483135,0,0,0,0
"手挺",0,0,0,0,0.00022069175281492,0,0,0,0.000320238169068528,0,0,0
"手掌",0,0,0,0,0.000270633057409913,0,0,0.000145516204620011,0.00157082507504574,0,0.000266694009880726,0
"手揮",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"手臉",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"手舉",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"手諭",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"手起刀落",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"才好",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"才識",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"打些",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"打來",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"打倒",0,0,0,0,0.000341500896439853,0,0.000168222726890403,0,0,0,0.00016826518593303,0
"打到",0,0,0,0,0.000170750448219927,0,0.000168222726890403,0,0,0,0,0.000235349493998588
"打好",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"打掃",0,0,0,0,0.00022069175281492,0,0,0,0.000320238169068528,0,0,0
"打救",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"打獵",0,0,0,0,0.000170750448219927,0,0.00117755908823282,0,0,0,0,0.000235349493998588
"打算",0,0,0,0,0.000170750448219927,0,0.000168222726890403,0.000367242012486228,0,0,0,0
"托人",0,0,0,0,0.000170750448219927,0.000221287895552113,0,0,0,0,0.00016826518593303,0
"托出",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"扭動",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"扭轉",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"扯",0,0,0,0,0.000341500896439853,0,0,0.000367242012486228,0,0,0.000336530371866061,0
"扶上",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"扶不動",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"批",0,0,0,0,0.000170750448219927,0.000221287895552113,0,0,0,0,0,0.000235349493998588
"找個",0,0,0,0,0.00022069175281492,0,0,0,0,0,0,0.000608369616550049
"找尋",0,0,0,0,0.00040594958611487,0,0.000133313356945173,0,0.000196353134380718,0.00076209279996209,0,0
"承擔",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"技藝",0,0,0,0,0.00022069175281492,0,0,0,0,0.000310729955610188,0,0
"抄起",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"把玩",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"把脈",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"投",0,0,0,0,0.000107831845456654,0.000139747112838437,0.00010623554595288,0.000231919648518875,0,0,0.000106262359568719,0
"投店",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"投擲",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"投機",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"投降",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"抗命",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"披靡",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"抬",0,0,0,0,0.000107831845456654,0,0.000212471091905761,0.000231919648518875,0,0.000151825268161293,0,0.000148627254157895
"抱上",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"抱起",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"抵抗",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"抵禦",0,0,0,0,0.00022069175281492,0,0,0,0,0,0.000217479597906878,0
"抽劍",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"抽屜",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"抽抽噎噎",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"拂肩",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拉入",0,0,0,0,0.00022069175281492,0,0,0.000237326707741568,0,0,0,0
"拉脫",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拐揮出",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拐空",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拒捕",0,0,0,0,0.000662075258444759,0,0,0,0,0,0,0.000304184808275024
"拔出來",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拖動",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拖槍",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拘泥",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拘謹",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"招術",0,0,0,0,0.000170750448219927,0,0.000168222726890403,0.000550863018729343,0,0,0,0
"拜把子",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拭去",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拿下",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拿主意",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拿來",0,0,0,0,0.000170750448219927,0.000221287895552113,0,0,0,0.000721240533717995,0,0
"拿問",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"拿起",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"持刀",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"持燭",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"指日",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"指腹",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"按著",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"挑起",0,0,0,0,0.00044138350562984,0,0.000217424720390374,0,0,0,0,0
"振",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"挺槍",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"挺矛",0,0,0,0,0.000612133953849766,0,0,0,0,0,0,0
"挾持",0,0,0,0,0.00022069175281492,0,0,0,0,0.000310729955610188,0,0
"捉到",0,0,0,0,0.00022069175281492,0.000286010455932856,0,0,0,0,0,0
"捉拿",0,0,0,0,0.00132415051688952,0,0,0,0,0,0,0.000304184808275024
"捕",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"捕快",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"捲起",0,0,0,0,0.000170750448219927,0,0,0,0,0,0.00016826518593303,0.000235349493998588
"掃倒",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"掃除",0,0,0,0,0.00022069175281492,0,0,0,0,0,0.000217479597906878,0
"掃雪",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"掉",0,0,0,0,8.53752241099633e-05,0.000110643947776057,0.000168222726890403,0.000183621006243114,0.00012388503468781,0,0.000252397778899546,0
"掉換",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"掌擊",0,0,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0,0.00016826518593303,0
"掏",0,0,0,0,0.00022069175281492,0,0.000217424720390374,0,0,0,0,0
"排成一列",0,0,0,0,0.000306066976924883,0,0,0,0,0,0,0
"掘",0,0,0,0,0.00022069175281492,0,0,0,0.000640476338137056,0,0,0
